Dataset,acc - NS,acc - SS,acc - MM,acc - MA,acc - RS,acc - QT,recall - NS,recall - SS,recall - MM,recall - MA,recall - RS,recall - QT,precision - NS,precision - SS,precision - MM,precision - MA,precision - RS,precision - QT,f1 - NS,f1 - SS,f1 - MM,f1 - MA,f1 - RS,f1 - QT,gmean - NS,gmean - SS,gmean - MM,gmean - MA,gmean - RS,gmean - QT
glass1-5-fold,0.645,0.752,0.668,0.645,0.752,0.720,0.000,0.475,0.198,0.000,0.473,0.370,0.000,0.742,0.470,0.000,0.743,0.761,0.000,0.574,0.278,0.000,0.568,0.479,0.000,0.653,0.375,0.000,0.649,0.575
ecoli-0_vs_1-5-fold,0.986,0.977,0.986,0.986,0.968,0.955,1.000,0.993,1.000,1.000,0.986,0.993,0.980,0.974,0.980,0.980,0.968,0.941,0.990,0.983,0.990,0.990,0.976,0.966,0.979,0.969,0.979,0.979,0.958,0.935
wisconsin-5-fold,0.969,0.971,0.969,0.969,0.968,0.969,0.971,0.971,0.971,0.971,0.967,0.983,0.944,0.947,0.944,0.944,0.943,0.933,0.957,0.959,0.957,0.957,0.955,0.957,0.970,0.971,0.970,0.970,0.968,0.972
pima-5-fold,0.760,0.767,0.776,0.769,0.775,0.743,0.481,0.541,0.556,0.563,0.559,0.515,0.742,0.723,0.738,0.716,0.733,0.676,0.583,0.617,0.632,0.629,0.634,0.583,0.661,0.692,0.704,0.703,0.705,0.667
iris0-5-fold,1.000,1.000,1.000,1.000,0.993,0.993,1.000,1.000,1.000,1.000,0.980,0.980,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.989,0.989,1.000,1.000,1.000,1.000,0.990,0.990
glass0-5-fold,0.673,0.790,0.720,0.692,0.795,0.715,0.000,0.614,0.314,0.114,0.629,0.357,0.000,0.697,0.669,0.733,0.711,0.587,0.000,0.648,0.421,0.193,0.661,0.433,0.000,0.727,0.533,0.329,0.737,0.546
yeast1-5-fold,0.757,0.762,0.760,0.760,0.762,0.776,0.291,0.364,0.284,0.284,0.375,0.413,0.696,0.661,0.726,0.725,0.656,0.693,0.409,0.469,0.407,0.407,0.477,0.516,0.525,0.579,0.520,0.520,0.587,0.617
haberman-5-fold,0.725,0.725,0.716,0.712,0.729,0.719,0.000,0.149,0.050,0.000,0.186,0.000,0.000,0.465,0.187,0.000,0.464,0.000,0.000,0.221,0.078,0.000,0.253,0.000,0.000,0.363,0.134,0.000,0.397,0.000
vehicle2-5-fold,0.765,0.975,0.973,0.942,0.974,0.978,0.087,0.931,0.913,0.849,0.940,0.950,1.000,0.971,0.980,0.921,0.958,0.963,0.158,0.951,0.945,0.883,0.949,0.956,0.288,0.960,0.952,0.909,0.963,0.968
vehicle1-5-fold,0.744,0.785,0.787,0.764,0.790,0.782,0.000,0.331,0.299,0.097,0.327,0.331,0.000,0.655,0.697,0.681,0.694,0.646,0.000,0.439,0.418,0.169,0.442,0.434,0.000,0.554,0.532,0.276,0.554,0.551
vehicle3-5-fold,0.749,0.792,0.780,0.751,0.788,0.791,0.000,0.302,0.221,0.005,0.288,0.273,0.000,0.702,0.705,0.200,0.695,0.727,0.000,0.416,0.334,0.009,0.402,0.393,0.000,0.533,0.460,0.031,0.521,0.510
glass-0-1-2-3_vs_4-5-6-5-fold,0.762,0.935,0.925,0.897,0.949,0.935,0.000,0.824,0.807,0.767,0.862,0.824,0.000,0.898,0.882,0.823,0.922,0.905,0.000,0.852,0.831,0.778,0.886,0.854,0.000,0.890,0.876,0.843,0.915,0.890
vehicle0-5-fold,0.786,0.968,0.968,0.942,0.963,0.957,0.126,0.940,0.950,0.839,0.910,0.924,0.900,0.927,0.918,0.911,0.933,0.899,0.206,0.932,0.934,0.871,0.921,0.911,0.335,0.958,0.962,0.903,0.944,0.946
ecoli1-5-fold,0.926,0.920,0.908,0.917,0.911,0.884,0.807,0.781,0.728,0.768,0.754,0.611,0.873,0.871,0.865,0.865,0.857,0.855,0.835,0.817,0.786,0.810,0.795,0.705,0.879,0.864,0.835,0.858,0.847,0.765
new-thyroid1-5-fold,0.898,0.981,0.972,0.963,0.935,0.972,0.371,0.914,0.857,0.771,0.600,0.914,1.000,0.975,0.975,1.000,1.000,0.925,0.514,0.941,0.905,0.863,0.741,0.916,0.589,0.953,0.920,0.874,0.770,0.947
ecoli2-5-fold,0.964,0.961,0.958,0.964,0.961,0.920,0.867,0.867,0.827,0.867,0.847,0.556,0.910,0.894,0.905,0.910,0.910,0.894,0.885,0.877,0.862,0.885,0.873,0.681,0.923,0.921,0.901,0.923,0.912,0.740
segment0-5-fold,0.955,0.996,0.997,0.997,0.857,0.996,0.711,0.976,0.982,0.985,0.000,0.979,0.968,0.997,0.997,0.997,0.000,0.994,0.819,0.986,0.989,0.991,0.000,0.986,0.841,0.987,0.991,0.992,0.000,0.989
glass6-5-fold,0.865,0.953,0.953,0.953,0.958,0.963,0.000,0.653,0.687,0.720,0.687,0.767,0.000,1.000,0.967,0.927,1.000,0.967,0.000,0.785,0.797,0.804,0.812,0.847,0.000,0.806,0.825,0.842,0.827,0.870
yeast3-5-fold,0.951,0.951,0.951,0.949,0.951,0.933,0.699,0.711,0.693,0.680,0.711,0.478,0.833,0.820,0.831,0.828,0.819,0.853,0.760,0.759,0.755,0.746,0.759,0.605,0.828,0.834,0.825,0.817,0.834,0.682
ecoli3-5-fold,0.934,0.925,0.928,0.934,0.914,0.893,0.629,0.600,0.600,0.629,0.457,0.000,0.721,0.669,0.687,0.721,0.629,0.000,0.656,0.621,0.630,0.656,0.519,0.000,0.769,0.751,0.752,0.769,0.656,0.000
page-blocks0-5-fold,0.904,0.965,0.948,0.947,0.937,0.975,0.066,0.733,0.547,0.542,0.467,0.834,0.885,0.902,0.906,0.905,0.853,0.915,0.122,0.809,0.681,0.677,0.601,0.872,0.255,0.852,0.737,0.733,0.678,0.909
ecoli-0-3-4_vs_5-5-fold,0.975,0.975,0.970,0.970,0.965,0.960,0.800,0.800,0.750,0.750,0.700,0.600,0.933,0.933,0.933,0.933,0.933,1.000,0.857,0.857,0.819,0.819,0.766,0.718,0.886,0.886,0.854,0.854,0.813,0.756
yeast-2_vs_4-5-fold,0.955,0.965,0.957,0.955,0.961,0.944,0.591,0.705,0.627,0.591,0.667,0.475,0.953,0.933,0.933,0.953,0.933,0.946,0.713,0.799,0.736,0.713,0.769,0.608,0.761,0.836,0.784,0.761,0.812,0.676
ecoli-0-6-7_vs_3-5-5-fold,0.964,0.964,0.969,0.969,0.906,0.924,0.680,0.680,0.710,0.710,0.050,0.240,0.800,0.800,0.800,0.800,0.200,0.600,0.714,0.714,0.749,0.749,0.080,0.318,0.726,0.726,0.752,0.752,0.100,0.363
ecoli-0-2-3-4_vs_5-5-fold,0.970,0.970,0.975,0.975,0.965,0.955,0.750,0.750,0.800,0.800,0.650,0.550,0.950,0.950,0.950,0.950,1.000,1.000,0.826,0.826,0.855,0.855,0.781,0.705,0.859,0.859,0.885,0.885,0.802,0.739
glass-0-1-5_vs_2-5-fold,0.901,0.901,0.901,0.901,0.901,0.901,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
yeast-0-3-5-9_vs_7-8-5-fold,0.915,0.913,0.915,0.915,0.901,0.917,0.200,0.180,0.200,0.200,0.000,0.220,0.817,0.783,0.817,0.817,0.000,0.833,0.312,0.284,0.312,0.312,0.000,0.336,0.440,0.413,0.440,0.440,0.000,0.460
yeast-0-2-5-6_vs_3-7-8-9-5-fold,0.925,0.921,0.927,0.924,0.919,0.914,0.303,0.344,0.333,0.283,0.253,0.172,0.856,0.713,0.830,0.864,0.789,0.817,0.444,0.463,0.471,0.424,0.381,0.282,0.547,0.581,0.571,0.530,0.500,0.409
ecoli-0-4-6_vs_5-5-fold,0.975,0.975,0.980,0.975,0.931,0.965,0.850,0.800,0.800,0.800,0.350,0.650,0.920,0.960,1.000,0.960,0.700,1.000,0.860,0.854,0.876,0.854,0.451,0.756,0.909,0.885,0.888,0.885,0.513,0.788
ecoli-0-1_vs_2-3-5-5-fold,0.963,0.959,0.963,0.963,0.963,0.951,0.660,0.610,0.650,0.650,0.650,0.570,0.950,0.950,0.950,0.950,0.933,0.833,0.759,0.705,0.741,0.741,0.736,0.672,0.800,0.759,0.787,0.787,0.783,0.737
ecoli-0-2-6-7_vs_3-5-5-fold,0.969,0.969,0.964,0.964,0.924,0.920,0.660,0.660,0.610,0.610,0.250,0.200,1.000,1.000,1.000,1.000,0.600,0.400,0.778,0.778,0.724,0.724,0.347,0.267,0.803,0.803,0.762,0.762,0.383,0.283
glass-0-4_vs_5-5-fold,0.902,0.956,0.913,0.902,0.946,0.989,0.000,0.500,0.100,0.000,0.400,1.000,0.000,0.800,0.200,0.000,0.600,0.900,0.000,0.600,0.133,0.000,0.467,0.933,0.000,0.624,0.141,0.000,0.483,0.994
ecoli-0-3-4-6_vs_5-5-fold,0.971,0.971,0.971,0.971,0.927,0.971,0.750,0.750,0.750,0.750,0.250,0.700,0.950,0.950,0.950,0.950,0.800,1.000,0.826,0.826,0.826,0.826,0.373,0.810,0.859,0.859,0.859,0.859,0.441,0.829
ecoli-0-3-4-7_vs_5-6-5-fold,0.965,0.973,0.969,0.969,0.918,0.926,0.720,0.760,0.720,0.720,0.280,0.360,0.893,0.933,0.960,0.960,0.633,0.733,0.788,0.833,0.802,0.802,0.374,0.479,0.836,0.862,0.837,0.837,0.458,0.583
yeast-0-5-6-7-9_vs_4-5-fold,0.917,0.924,0.919,0.911,0.911,0.905,0.138,0.256,0.178,0.080,0.118,0.020,1.000,0.910,0.960,0.600,0.633,0.200,0.235,0.383,0.279,0.139,0.195,0.036,0.360,0.493,0.402,0.216,0.302,0.063
vowel0-5-fold,0.965,0.997,0.994,0.992,0.997,0.977,0.633,0.967,0.933,0.911,0.967,0.744,0.965,1.000,1.000,1.000,1.000,1.000,0.763,0.982,0.965,0.952,0.982,0.843,0.794,0.983,0.966,0.954,0.983,0.857
ecoli-0-6-7_vs_5-5-fold,0.973,0.968,0.977,0.977,0.941,0.936,0.750,0.700,0.750,0.750,0.350,0.400,0.950,0.950,1.000,1.000,0.800,0.633,0.826,0.788,0.848,0.848,0.465,0.486,0.859,0.827,0.861,0.861,0.515,0.553
glass-0-1-6_vs_2-5-fold,0.912,0.912,0.912,0.912,0.912,0.912,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ecoli-0-1-4-7_vs_2-3-5-6-5-fold,0.967,0.970,0.967,0.967,0.932,0.949,0.653,0.693,0.693,0.693,0.267,0.480,0.950,0.960,0.920,0.920,0.750,0.883,0.768,0.795,0.785,0.785,0.377,0.613,0.804,0.828,0.829,0.829,0.453,0.686
led7digit-0-2-4-5-6-7-8-9_vs_1-5-fold,0.968,0.966,0.968,0.968,0.971,0.968,0.811,0.811,0.811,0.811,0.836,0.811,0.821,0.807,0.821,0.821,0.821,0.821,0.805,0.797,0.805,0.805,0.823,0.805,0.888,0.887,0.888,0.888,0.904,0.888
ecoli-0-1_vs_5-5-fold,0.975,0.979,0.975,0.975,0.971,0.967,0.750,0.800,0.750,0.750,0.700,0.650,0.960,0.960,0.960,0.960,0.950,0.950,0.801,0.854,0.816,0.816,0.788,0.750,0.844,0.886,0.854,0.854,0.827,0.795
glass-0-1-4-6_vs_2-5-fold,0.917,0.917,0.917,0.917,0.917,0.917,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
glass2-5-fold,0.921,0.921,0.921,0.921,0.921,0.921,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ecoli-0-1-4-7_vs_5-6-5-fold,0.982,0.982,0.976,0.976,0.931,0.949,0.760,0.800,0.720,0.720,0.160,0.400,1.000,0.960,0.933,0.933,0.533,0.833,0.856,0.866,0.806,0.806,0.233,0.516,0.868,0.890,0.838,0.838,0.304,0.609
cleveland-0_vs_4-5-fold,0.925,0.936,0.953,0.954,0.948,0.965,0.000,0.233,0.433,0.367,0.367,0.533,0.000,0.500,0.700,0.800,0.700,0.800,0.000,0.300,0.500,0.493,0.460,0.600,0.000,0.370,0.570,0.536,0.533,0.631
ecoli-0-1-4-6_vs_5-5-fold,0.982,0.979,0.982,0.979,0.936,0.975,0.800,0.750,0.800,0.750,0.100,0.650,0.960,0.960,0.960,0.960,0.400,1.000,0.829,0.791,0.829,0.791,0.160,0.756,0.871,0.839,0.871,0.839,0.200,0.788
shuttle-c0-vs-c4-5-fold,0.998,0.997,0.999,0.999,0.998,0.999,0.984,0.975,0.992,0.992,0.983,0.984,0.985,0.985,0.992,0.992,0.992,1.000,0.984,0.980,0.992,0.992,0.988,0.992,0.991,0.987,0.996,0.996,0.991,0.992
