Dataset,acc - NS,acc - SS,acc - MM,acc - MA,acc - RS,acc - QT,recall - NS,recall - SS,recall - MM,recall - MA,recall - RS,recall - QT,precision - NS,precision - SS,precision - MM,precision - MA,precision - RS,precision - QT,f1 - NS,f1 - SS,f1 - MM,f1 - MA,f1 - RS,f1 - QT,gmean - NS,gmean - SS,gmean - MM,gmean - MA,gmean - RS,gmean - QT
ecoli-0-4-6_vs_5-5-fold,0.901,0.901,0.901,0.901,0.901,0.901,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ecoli-0-1_vs_2-3-5-5-fold,0.902,0.902,0.902,0.902,0.902,0.902,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ecoli-0-2-6-7_vs_3-5-5-fold,0.902,0.902,0.902,0.902,0.902,0.897,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
glass-0-4_vs_5-5-fold,0.902,0.903,0.902,0.902,0.902,0.978,0.000,0.300,0.000,0.000,0.000,1.000,0.000,0.400,0.000,0.000,0.000,0.833,0.000,0.333,0.000,0.000,0.000,0.893,0.000,0.341,0.000,0.000,0.000,0.988
ecoli-0-3-4-6_vs_5-5-fold,0.902,0.902,0.902,0.902,0.902,0.902,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ecoli-0-3-4-7_vs_5-6-5-fold,0.903,0.903,0.903,0.903,0.903,0.903,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
yeast-0-5-6-7-9_vs_4-5-fold,0.903,0.903,0.903,0.903,0.903,0.903,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
vowel0-5-fold,0.955,0.909,0.925,0.952,0.965,0.978,0.589,0.000,0.178,0.500,0.633,0.767,0.886,0.000,1.000,0.957,0.973,0.982,0.699,0.000,0.294,0.655,0.756,0.847,0.760,0.000,0.412,0.705,0.790,0.867
ecoli-0-6-7_vs_5-5-fold,0.909,0.909,0.909,0.909,0.909,0.909,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
glass-0-1-6_vs_2-5-fold,0.906,0.912,0.912,0.912,0.912,0.912,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ecoli-0-1-4-7_vs_2-3-5-6-5-fold,0.914,0.911,0.914,0.914,0.914,0.926,0.000,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.550,0.000,0.000,0.000,0.000,0.000,0.277,0.000,0.000,0.000,0.000,0.000,0.337
led7digit-0-2-4-5-6-7-8-9_vs_1-5-fold,0.916,0.916,0.916,0.916,0.916,0.912,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ecoli-0-1_vs_5-5-fold,0.917,0.917,0.917,0.917,0.917,0.917,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
glass-0-1-4-6_vs_2-5-fold,0.917,0.917,0.917,0.917,0.917,0.917,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
glass2-5-fold,0.916,0.921,0.921,0.921,0.921,0.921,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ecoli-0-1-4-7_vs_5-6-5-fold,0.925,0.925,0.925,0.925,0.925,0.925,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
cleveland-0_vs_4-5-fold,0.383,0.884,0.925,0.925,0.897,0.919,0.700,0.633,0.000,0.000,0.133,0.600,0.080,0.363,0.000,0.000,0.240,0.420,0.144,0.436,0.000,0.000,0.150,0.483,0.490,0.744,0.000,0.000,0.224,0.660
ecoli-0-1-4-6_vs_5-5-fold,0.929,0.929,0.929,0.929,0.929,0.929,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
shuttle-c0-vs-c4-5-fold,0.932,0.999,0.933,0.933,0.998,0.999,0.008,0.992,0.000,0.000,0.976,0.992,0.067,0.992,0.000,0.000,0.992,1.000,0.014,0.992,0.000,0.000,0.984,0.996,0.040,0.996,0.000,0.000,0.987,0.996
yeast-1_vs_7-5-fold,0.935,0.932,0.935,0.935,0.932,0.932,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
glass4-5-fold,0.939,0.939,0.939,0.939,0.939,0.939,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ecoli4-5-fold,0.940,0.940,0.940,0.940,0.940,0.940,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
page-blocks-1-3_vs_4-5-fold,0.939,0.958,0.941,0.941,0.939,0.981,0.000,0.360,0.000,0.000,0.067,0.787,0.000,0.900,0.000,0.000,0.300,0.881,0.000,0.487,0.000,0.000,0.107,0.824,0.000,0.582,0.000,0.000,0.163,0.879
abalone9-18-5-fold,0.941,0.948,0.941,0.941,0.947,0.944,0.000,0.136,0.000,0.000,0.092,0.047,0.000,0.600,0.000,0.000,0.600,0.400,0.000,0.217,0.000,0.000,0.157,0.084,0.000,0.280,0.000,0.000,0.232,0.137
dermatology-6-5-fold,0.997,0.997,0.983,0.972,1.000,0.994,1.000,1.000,0.700,0.500,1.000,1.000,0.960,0.960,1.000,0.800,1.000,0.920,0.978,0.978,0.810,0.610,1.000,0.956,0.999,0.999,0.829,0.629,1.000,0.997
glass-0-1-6_vs_5-5-fold,0.951,0.946,0.951,0.951,0.951,0.957,0.000,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.200
shuttle-c2-vs-c4-5-fold,0.962,0.969,0.946,0.946,0.985,0.977,0.700,0.600,0.000,0.000,1.000,0.500,0.567,0.500,0.000,0.000,0.867,0.600,0.613,0.533,0.000,0.000,0.900,0.533,0.731,0.596,0.000,0.000,0.992,0.541
shuttle-6_vs_2-3-5-fold,0.917,0.957,0.957,0.957,0.974,0.957,0.000,0.100,0.000,0.000,0.600,0.000,0.000,0.200,0.000,0.000,0.633,0.000,0.000,0.133,0.000,0.000,0.593,0.000,0.000,0.141,0.000,0.000,0.679,0.000
yeast-1-4-5-8_vs_7-5-fold,0.957,0.957,0.957,0.957,0.957,0.957,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
glass5-5-fold,0.958,0.958,0.958,0.958,0.958,0.953,0.000,0.000,0.000,0.000,0.000,0.100,0.000,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.133,0.000,0.000,0.000,0.000,0.000,0.141
yeast-2_vs_8-5-fold,0.959,0.959,0.959,0.959,0.959,0.959,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
yeast4-5-fold,0.966,0.966,0.966,0.966,0.966,0.966,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
winequality-red-4-5-fold,0.966,0.964,0.967,0.967,0.967,0.962,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
poker-9_vs_7-5-fold,0.967,0.967,0.967,0.967,0.967,0.963,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
yeast-1-2-8-9_vs_7-5-fold,0.968,0.968,0.968,0.968,0.968,0.968,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
abalone-3_vs_11-5-fold,0.970,0.970,0.970,0.970,0.970,0.970,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
winequality-white-9_vs_4-5-fold,0.030,0.030,0.030,0.030,0.030,0.030,1.000,1.000,1.000,1.000,1.000,1.000,0.030,0.030,0.030,0.030,0.030,0.030,0.058,0.058,0.058,0.058,0.058,0.058,0.000,0.000,0.000,0.000,0.000,0.000
yeast5-5-fold,0.970,0.970,0.970,0.970,0.970,0.970,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
winequality-red-8_vs_6-5-fold,0.027,0.027,0.027,0.027,0.027,0.027,1.000,1.000,1.000,1.000,1.000,1.000,0.027,0.027,0.027,0.027,0.027,0.027,0.053,0.053,0.053,0.053,0.053,0.053,0.000,0.000,0.000,0.000,0.000,0.000
ecoli-0-1-3-7_vs_2-6-5-fold,0.975,0.975,0.975,0.975,0.975,0.975,0.000,0.000,0.000,0.000,0.000,0.100,0.000,0.000,0.000,0.000,0.000,0.100,0.000,0.000,0.000,0.000,0.000,0.100,0.000,0.000,0.000,0.000,0.000,0.140
abalone-17_vs_7-8-9-10-5-fold,0.975,0.976,0.975,0.975,0.976,0.977,0.000,0.086,0.000,0.000,0.105,0.103,0.000,0.667,0.000,0.000,0.733,0.800,0.000,0.149,0.000,0.000,0.178,0.181,0.000,0.294,0.000,0.000,0.319,0.318
abalone-21_vs_8-5-fold,0.976,0.979,0.976,0.976,0.981,0.978,0.000,0.167,0.000,0.000,0.233,0.067,0.000,0.400,0.000,0.000,0.600,0.200,0.000,0.233,0.000,0.000,0.333,0.100,0.000,0.257,0.000,0.000,0.372,0.115
yeast6-5-fold,0.976,0.976,0.976,0.976,0.976,0.976,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
winequality-white-3_vs_7-5-fold,0.976,0.832,0.977,0.978,0.838,0.842,0.000,0.100,0.000,0.000,0.100,0.150,0.000,0.014,0.000,0.000,0.021,0.021,0.000,0.025,0.000,0.000,0.035,0.038,0.000,0.131,0.000,0.000,0.189,0.276
winequality-red-8_vs_6-7-5-fold,0.978,0.848,0.975,0.979,0.829,0.818,0.000,0.267,0.000,0.000,0.167,0.167,0.000,0.046,0.000,0.000,0.023,0.022,0.000,0.078,0.000,0.000,0.040,0.039,0.000,0.426,0.000,0.000,0.291,0.289
abalone-19_vs_10-11-12-13-5-fold,0.980,0.980,0.980,0.980,0.980,0.980,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
winequality-white-3-9_vs_5-5-fold,0.982,0.955,0.983,0.983,0.946,0.951,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
poker-8-9_vs_6-5-fold,0.983,0.983,0.983,0.983,0.983,0.983,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
shuttle-2_vs_5-5-fold,0.985,1.000,0.985,0.985,0.990,0.985,0.000,1.000,0.000,0.000,0.320,0.000,0.000,1.000,0.000,0.000,0.400,0.000,0.000,1.000,0.000,0.000,0.354,0.000,0.000,1.000,0.000,0.000,0.357,0.000
winequality-red-3_vs_5-5-fold,0.014,0.014,0.014,0.014,0.014,0.014,1.000,1.000,1.000,1.000,1.000,1.000,0.014,0.014,0.014,0.014,0.014,0.014,0.029,0.029,0.029,0.029,0.029,0.029,0.000,0.000,0.000,0.000,0.000,0.000
abalone-20_vs_8-9-10-5-fold,0.986,0.987,0.986,0.986,0.986,0.986,0.000,0.080,0.000,0.000,0.000,0.000,0.000,0.400,0.000,0.000,0.000,0.000,0.000,0.133,0.000,0.000,0.000,0.000,0.000,0.179,0.000,0.000,0.000,0.000
poker-8-9_vs_5-5-fold,0.988,0.988,0.988,0.988,0.988,0.988,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
poker-8_vs_6-5-fold,0.988,0.988,0.988,0.988,0.988,0.988,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
abalone19-5-fold,0.992,0.992,0.992,0.992,0.992,0.992,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
total wins,8.867,17.233,10.100,11.100,14.767,19.933,9.583,18.583,8.333,7.333,12.583,25.583,7.667,19.667,9.833,7.333,15.667,21.833,8.333,19.833,8.333,7.333,12.333,25.833,8.333,18.833,8.333,7.333,13.333,25.833
