Atr-0,Atr-1,Atr-2,Atr-3,Atr-4,Atr-5,Atr-6,Atr-7,Atr-8,Atr-9,Atr-10,Atr-11,Atr-12,Atr-13,Atr-14,Atr-15,Atr-16,Atr-17,Atr-18,Atr-19,Atr-20,Atr-21,Atr-22,Atr-23,Atr-24,Atr-25,Atr-26,Atr-27,Atr-28,Atr-29,Atr-30,Atr-31,Atr-32,Atr-33,Atr-34,Atr-35,Atr-36,Atr-37,Atr-38,Atr-39,Atr-40,Class
1.0, tcp, rje, RSTR, 0.0, 0.0, 0, 0, 0, 0.0, 0, 0, 0.0, 0, 0, 0.0, 0.0, 0, 0, 0, 0, 0, 128.0, 2.0, 0.0, 0.0, 1.0, 1.0, 0.02, 0.56, 0.0, 255.0, 2.0, 0.01, 0.28, 0.5, 0.0, 0.0, 0.0, 0.53, 1.0, negative
0.0, tcp, private, S0, 0.0, 0.0, 0, 0, 0, 0.0, 0, 0, 0.0, 0, 0, 0.0, 0.0, 0, 0, 0, 0, 0, 158.0, 2.0, 0.12, 1.0, 0.88, 0.0, 0.01, 0.58, 0.0, 255.0, 2.0, 0.01, 0.36, 0.62, 0.0, 0.07, 1.0, 0.55, 0.0, negative
0.0, tcp, private, REJ, 0.0, 0.0, 0, 0, 0, 0.0, 0, 0, 0.0, 0, 0, 0.0, 0.0, 0, 0, 0, 0, 0, 168.0, 1.0, 0.12, 0.0, 0.88, 1.0, 0.01, 0.58, 0.0, 255.0, 1.0, 0.0, 0.38, 0.66, 0.0, 0.08, 0.0, 0.58, 1.0, negative
0.0, tcp, private, S0, 0.0, 0.0, 0, 0, 0, 0.0, 0, 0, 0.0, 0, 0, 0.0, 0.0, 0, 0, 0, 0, 0, 37.0, 2.0, 0.81, 1.0, 0.19, 0.0, 0.05, 0.41, 0.0, 255.0, 2.0, 0.01, 0.06, 0.15, 0.0, 0.12, 1.0, 0.03, 0.0, negative
1.0, tcp, private, RSTOS0, 0.0, 0.0, 0, 0, 0, 0.0, 0, 0, 0.0, 0, 0, 0.0, 0.0, 0, 0, 0, 0, 0, 87.0, 3.0, 0.77, 0.67, 0.23, 0.33, 0.03, 0.37, 0.0, 255.0, 3.0, 0.01, 0.13, 0.34, 0.0, 0.26, 0.67, 0.08, 0.33, negative
0.0, tcp, private, S0, 0.0, 0.0, 0, 0, 0, 0.0, 0, 0, 0.0, 0, 0, 0.0, 0.0, 0, 0, 0, 0, 0, 117.0, 2.0, 0.74, 1.0, 0.26, 0.0, 0.02, 0.37, 0.0, 255.0, 2.0, 0.01, 0.17, 0.46, 0.0, 0.34, 1.0, 0.12, 0.0, negative
1.0, tcp, private, RSTOS0, 0.0, 0.0, 0, 0, 0, 0.0, 0, 0, 0.0, 0, 0, 0.0, 0.0, 0, 0, 0, 0, 0, 137.0, 2.0, 0.72, 0.5, 0.28, 0.5, 0.01, 0.36, 0.0, 255.0, 2.0, 0.01, 0.2, 0.54, 0.0, 0.39, 0.5, 0.15, 0.5, negative
0.0, tcp, private, S0, 0.0, 0.0, 0, 0, 0, 0.0, 0, 0, 0.0, 0, 0, 0.0, 0.0, 0, 0, 0, 0, 0, 187.0, 1.0, 0.66, 1.0, 0.34, 0.0, 0.01, 0.41, 0.0, 255.0, 1.0, 0.0, 0.3, 0.73, 0.0, 0.49, 1.0, 0.25, 0.0, negative
0.0, tcp, private, S0, 0.0, 0.0, 0, 0, 0, 0.0, 0, 0, 0.0, 0, 0, 0.0, 0.0, 0, 0, 0, 0, 0, 227.0, 1.0, 0.63, 1.0, 0.37, 0.0, 0.0, 0.42, 0.0, 255.0, 1.0, 0.0, 0.38, 0.89, 0.0, 0.56, 1.0, 0.33, 0.0, negative
0.0, tcp, private, RSTR, 0.0, 0.0, 0, 0, 0, 0.0, 0, 0, 0.0, 0, 0, 0.0, 0.0, 0, 0, 0, 0, 0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 255.0, 1.0, 0.0, 0.21, 0.2, 0.0, 0.0, 0.0, 0.2, 1.0, negative
